"Action","Action"
"Are you sure you want to restore this version? The current content will be saved as a new version first.","Are you sure you want to restore this version? The current content will be saved as a new version first."
"Back","Back"
"Blog Post","Blog Post"
"CMS Block","CMS Block"
"CMS Page","CMS Page"
"Content has been restored from version. The previous state was saved as a new version.","Content has been restored from version. The previous state was saved as a new version."
"Content Version History","Content Version History"
"Content Versioning","Content Versioning"
"Date","Date"
"Delete versions older than this many days. Set to 0 for unlimited.","Delete versions older than this many days. Set to 0 for unlimited."
"Editor","Editor"
"Maximum number of versions to keep per entity. Set to 0 for unlimited.","Maximum number of versions to keep per entity. Set to 0 for unlimited."
"Max Version Age (Days)","Max Version Age (Days)"
"Max Versions Per Entity","Max Versions Per Entity"
"No versions available. Versions are created when content is saved.","No versions available. Versions are created when content is saved."
"No version specified.","No version specified."
"Preview","Preview"
"Restore","Restore"
"Snapshot Data","Snapshot Data"
"Source entity not found.","Source entity not found."
"Version","Version"
"Version %s","Version %s"
"Version Details","Version Details"
"Version not found.","Version not found."
"Versions","Versions"
