"Action","Action"
"Allow New Accounts via Social Sign-In","Allow New Accounts via Social Sign-In"
"Apple Service ID","Apple Service ID"
"Connected Accounts","Connected Accounts"
"Connected On","Connected On"
"Continue with Apple","Continue with Apple"
"Continue with Facebook","Continue with Facebook"
"Create an app in the Meta developer portal, enable Facebook Login for the Web, and add your store domain to the allowed domains.","Create an app in the Meta developer portal, enable Facebook Login for the Web, and add your store domain to the allowed domains."
"Create a Service ID in the Apple Developer portal. Register your store domain and add https://yourstore.com/customer/social/login as a return URL.","Create a Service ID in the Apple Developer portal. Register your store domain and add https://yourstore.com/customer/social/login as a return URL."
"Creating new accounts with social sign-in is not allowed. Please register first.","Creating new accounts with social sign-in is not allowed. Please register first."
"Customer Connected Accounts","Customer Connected Accounts"
"Customers sign in with the Google Identity Services button. Create an OAuth client ID in the Google Cloud Console and add your store origin to the authorized JavaScript origins.","Customers sign in with the Google Identity Services button. Create an OAuth client ID in the Google Cloud Console and add your store origin to the authorized JavaScript origins."
"Email","Email"
"Enable Facebook Login","Enable Facebook Login"
"Enable Google One Tap","Enable Google One Tap"
"Enable Google Sign-In","Enable Google Sign-In"
"Enable Sign in with Apple","Enable Sign in with Apple"
"Facebook App ID","Facebook App ID"
"Facebook App Secret","Facebook App Secret"
"Failed Attempts Allowed per IP per Hour","Failed Attempts Allowed per IP per Hour"
"Google Client ID","Google Client ID"
"How long an issued sign-in nonce stays valid. Values below 60 seconds are raised to 60.","How long an issued sign-in nonce stays valid. Values below 60 seconds are raised to 60."
"How many failed social sign-in attempts one IP address can make per hour. Set 0 to disable the limit.","How many failed social sign-in attempts one IP address can make per hour. Set 0 to disable the limit."
"Invalid authentication token.","Invalid authentication token."
"Invalid form key. Please refresh the page and try again.","Invalid form key. Please refresh the page and try again."
"Linked Sign-In Providers","Linked Sign-In Providers"
"or","or"
"Please complete the required fields of your profile.","Please complete the required fields of your profile."
"Provider","Provider"
"Provider Email","Provider Email"
"Shows the One Tap prompt to returning Google users on the login and register pages.","Shows the One Tap prompt to returning Google users on the login and register pages."
"Sign-in failed. Please try again later.","Sign-in failed. Please try again later."
"Sign-In Nonce Lifetime (Seconds)","Sign-In Nonce Lifetime (Seconds)"
"Sign-in verification is temporarily unavailable. Please try again later.","Sign-in verification is temporarily unavailable. Please try again later."
"Social Login","Social Login"
"The linked customer account no longer exists.","The linked customer account no longer exists."
"The sign-in provider could not be unlinked.","The sign-in provider could not be unlinked."
"The sign-in provider has been unlinked.","The sign-in provider has been unlinked."
"This account is not active.","This account is not active."
"This customer has no linked sign-in providers.","This customer has no linked sign-in providers."
"This sign-in method is not available.","This sign-in method is not available."
"Too many attempts. Please try again later.","Too many attempts. Please try again later."
"Unknown sign-in provider.","Unknown sign-in provider."
"Unlink","Unlink"
"When disabled, only customers with an existing account can sign in with a social provider.","When disabled, only customers with an existing account can sign in with a social provider."
"You can sign in with these connected providers.","You can sign in with these connected providers."
"You have no connected sign-in providers.","You have no connected sign-in providers."
"Your account has been created.","Your account has been created."
"Your sign-in attempt has expired. Please try again.","Your sign-in attempt has expired. Please try again."
