"""Remember Me"" Cookie Lifetime","""Remember Me"" Cookie Lifetime"
"%s already exist.","%s already exist."
"%s already exists.","%s already exists."
"-- Please Select --","-- Please Select --"
"<strong>Disabled:</strong> No deferral (default behavior)<br/><strong>Defer Only:</strong> Moves all script tags to the end of the page, improving initial render performance<br/><strong>Load on Intent:</strong> <strong style=""color:red"">Highly Experimental!</strong> Defers all scripts until user interaction (click, scroll, hover, etc.) - designed for pure vanilla JavaScript and may not work with legacy JavaScript libraries","<strong>Disabled:</strong> No deferral (default behavior)<br/><strong>Defer Only:</strong> Moves all script tags to the end of the page, improving initial render performance<br/><strong>Load on Intent:</strong> <strong style=""color:red"">Highly Experimental!</strong> Defers all scripts until user interaction (click, scroll, hover, etc.) - designed for pure vanilla JavaScript and may not work with legacy JavaScript libraries"
"<strong style=""color:red"">Warning!</strong> When using CDN, in some cases JavaScript may not run properly if CDN is not in your subdomain","<strong style=""color:red"">Warning!</strong> When using CDN, in some cases JavaScript may not run properly if CDN is not in your subdomain"
"<strong style=""color:red"">Warning!</strong> When using Store Code in URLs, in some cases system may not work properly if URLs without Store Codes are specified in the third party services (e.g. PayPal etc.).","<strong style=""color:red"">Warning!</strong> When using Store Code in URLs, in some cases system may not work properly if URLs without Store Codes are specified in the third party services (e.g. PayPal etc.)."
"A category object is required for determining the product request path.","A category object is required for determining the product request path."
"Add Block Names to Hints","Add Block Names to Hints"
"Add Secret Key to URLs","Add Secret Key to URLs"
"Add Store Code to Urls","Add Store Code to Urls"
"Admin","Admin"
"Admin Base URL","Admin Base URL"
"Admin Theme","Admin Theme"
"Admin User Emails","Admin User Emails"
"Advanced","Advanced"
"Advanced Cache Settings","Advanced Cache Settings"
"Allow Countries","Allow Countries"
"Allowed file types: ICO, PNG, GIF, JPG, JPEG, APNG, WEBP, AVIF, SVG. Not all browsers support all these formats!","Allowed file types: ICO, PNG, GIF, JPG, JPEG, APNG, WEBP, AVIF, SVG. Not all browsers support all these formats!"
"Allowed IPs (comma separated)","Allowed IPs (comma separated)"
"Allow Maho Backend to run in frame","Allow Maho Backend to run in frame"
"Allow Maho Frontend to run in frame","Allow Maho Frontend to run in frame"
"Allows customers to stay logged in when switching between different stores.","Allows customers to stay logged in when switching between different stores."
"Allow Symlinks","Allow Symlinks"
"Alternative text for next link in pagination menu. If empty, default arrow image will used.","Alternative text for next link in pagination menu. If empty, default arrow image will used."
"Alternative text for previous link in pagination menu. If empty, default arrow image will used.","Alternative text for previous link in pagination menu. If empty, default arrow image will used."
"Anchor symbol (#) is not supported in request path","Anchor symbol (#) is not supported in request path"
"Anchor symbol (#) is not supported in url rewrite suffix","Anchor symbol (#) is not supported in url rewrite suffix"
"Anchor Text for Next","Anchor Text for Next"
"Anchor Text for Previous","Anchor Text for Previous"
"An error occured.","An error occured."
"An error occurred while saving. Please review the error log.","An error occurred while saving. Please review the error log."
"Are you sure?","Are you sure?"
"Auto-redirect to Base URL","Auto-redirect to Base URL"
"Back","Back"
"Backup Options","Backup Options"
"Base JavaScript URL","Base JavaScript URL"
"Base Link URL","Base Link URL"
"Base Media URL","Base Media URL"
"Base Secure URL","Base Secure URL"
"Base Skin URL","Base Skin URL"
"Base Unsecure URL","Base Unsecure URL"
"Base URL","Base URL"
"Before modifying the store view code please make sure that it is not used in index.php.","Before modifying the store view code please make sure that it is not used in index.php."
"Before modifying the website code please make sure that it is not used in index.php.","Before modifying the website code please make sure that it is not used in index.php."
"Cache Storage Management","Cache Storage Management"
"Cache storage may contain additional data. Are you sure that you want flush it?","Cache storage may contain additional data. Are you sure that you want flush it?"
"Can't retrieve entity config: %s","Can't retrieve entity config: %s"
"Can't retrieve request object","Can't retrieve request object"
"Cancel","Cancel"
"Cannot complete this operation from non-admin area.","Cannot complete this operation from non-admin area."
"Can not create invoice. Order was not found.","Can not create invoice. Order was not found."
"Card type does not match credit card number.","Card type does not match credit card number."
"Code","Code"
"Controls how much referrer information is sent with requests","Controls how much referrer information is sent with requests"
"Cookie Domain","Cookie Domain"
"Cookie Lifetime","Cookie Lifetime"
"Cookie Path","Cookie Path"
"Cookie Restriction Mode","Cookie Restriction Mode"
"Copyright","Copyright"
"Core","Core"
"Could not write sanitized SVG file.","Could not write sanitized SVG file."
"Countries Options","Countries Options"
"Country","Country"
"Create Store","Create Store"
"Create Store View","Create Store View"
"Create Website","Create Website"
"Credit card number does not match credit card type.","Credit card number does not match credit card type."
"Cron Expression for Cache Flushing","Cron Expression for Cache Flushing"
"CSS Settings","CSS Settings"
"Current Package Name","Current Package Name"
"Custom1 Contact Email","Custom1 Contact Email"
"Custom1 Contact Name","Custom1 Contact Name"
"Custom2 Contact Email","Custom2 Contact Email"
"Custom2 Contact Name","Custom2 Contact Name"
"Custom Admin Path","Custom Admin Path"
"Custom Admin URL","Custom Admin URL"
"Custom Design","Custom Design"
"Custom Email 1","Custom Email 1"
"Custom Email 2","Custom Email 2"
"Customer Support","Customer Support"
"Custom Variables","Custom Variables"
"Dashboard","Dashboard"
"Date From","Date From"
"Date To","Date To"
"Debug","Debug"
"Default","Default"
"Default Country","Default Country"
"Default Description","Default Description"
"Default Keywords","Default Keywords"
"Default No-route URL","Default No-route URL"
"Default Pages","Default Pages"
"Default Robots","Default Robots"
"Default Store","Default Store"
"Default Store View","Default Store View"
"Default Title","Default Title"
"Default Web URL","Default Web URL"
"Defer Only","Defer Only"
"Delete","Delete"
"Delete Store","Delete Store"
"Delete Store View","Delete Store View"
"Delete Website","Delete Website"
"Deleting a %1$s will not delete the information associated with the %1$s (e.g. categories, products, etc.), but the %1$s will not be able to be restored. It is suggested that you create a database backup before deleting the %1$s.","Deleting a %1$s will not delete the information associated with the %1$s (e.g. categories, products, etc.), but the %1$s will not be able to be restored. It is suggested that you create a database backup before deleting the %1$s."
"Design","Design"
"Design Change","Design Change"
"Developer","Developer"
"Developer Client Restrictions","Developer Client Restrictions"
"Disable Modules Output","Disable Modules Output"
"Disallowed block name for frontend.","Disallowed block name for frontend."
"Disallowed template variable method.","Disallowed template variable method."
