"%s's Wishlist","%s's Wishlist"
"%s - Discounts and Coupons","%s - Discounts and Coupons"
"%s - Special Products","%s - Special Products"
"%s has reached a quantity of %s.","%s has reached a quantity of %s."
"%s RSS Feed","%s RSS Feed"
"Admin Catalog","Admin Catalog"
"Admin Order","Admin Order"
"Cannot retrieve the wishlist","Cannot retrieve the wishlist"
"Catalog","Catalog"
"Category Feeds","Category Feeds"
"click <a href=""%s"">here</a> to view the review","click <a href=""%s"">here</a> to view the review"
"Click for price","Click for price"
"Coupons/Discounts","Coupons/Discounts"
"Customer Name: %s","Customer Name: %s"
"Discount","Discount"
"Discount (%s)","Discount (%s)"
"Enable RSS","Enable RSS"
"Error in processing xml. %s","Error in processing xml. %s"
"From:","From:"
"Get Feed","Get Feed"
"Gift Message","Gift Message"
"Grand Total","Grand Total"
"Low Stock Products","Low Stock Products"
"Message:","Message:"
"Miscellaneous Feeds","Miscellaneous Feeds"
"New Order Notification","New Order Notification"
"New Order Period (days)","New Order Period (days)"
"New Orders","New Orders"
"New Products","New Products"
"New Products from %s","New Products from %s"
"Order","Order"
"Order #%s created at %s","Order #%s created at %s"
"Pending product review(s)","Pending product review(s)"
"Product: ""%s"" review By: %s","Product: ""%s"" review By: %s"
"Product: <a href=""%s"">%s</a> <br>","Product: <a href=""%s"">%s</a> <br>"
"Products tagged with %s","Products tagged with %s"
"Purchased From: %s","Purchased From: %s"
"Review: %s <br>","Review: %s <br>"
"Review Notification","Review Notification"
"Rss Config","Rss Config"
"RSS Feeds","RSS Feeds"
"RSS Feeds List","RSS Feeds List"
"Shipping &amp; Handling","Shipping &amp; Handling"
"Special Products","Special Products"
"Stock Notification","Stock Notification"
"Store: %s <br>","Store: %s <br>"
"Subtotal","Subtotal"
"Summary of review: %s <br>","Summary of review: %s <br>"
"Tags Products","Tags Products"
"Tax","Tax"
"There are no Rss Feeds","There are no Rss Feeds"
"To:","To:"
"Top Level Category","Top Level Category"
"Wishlist","Wishlist"
