"""Remember Me"" Default Value","""Remember Me"" Default Value"
"* Required Fields","* Required Fields"
"Account confirmation is required. Please, check your e-mail for confirmation link. To resend confirmation email please <a href=""%s"">click here</a>.","Account confirmation is required. Please, check your e-mail for confirmation link. To resend confirmation email please <a href=""%s"">click here</a>."
"Account confirmation is required. Please, check your email for the confirmation link. To resend the confirmation email please <a href=""%s"">click here</a>.","Account confirmation is required. Please, check your email for the confirmation link. To resend the confirmation email please <a href=""%s"">click here</a>."
"Account Dashboard","Account Dashboard"
"Account Information","Account Information"
"Account Sharing Options","Account Sharing Options"
"Action","Action"
"Added From","Added From"
"Additional Address Entries","Additional Address Entries"
"Add New Address","Add New Address"
"Add New Customer","Add New Customer"
"Add New Customer Group","Add New Customer Group"
"Address","Address"
"Address Book","Address Book"
"Addresses","Addresses"
"Address Information","Address Information"
"Address Templates","Address Templates"
"Admin","Admin"
"All","All"
"All countries","All countries"
"ALL GROUPS","ALL GROUPS"
"Allow customers to login via a secure link sent to their email instead of using a password.","Allow customers to login via a secure link sent to their email instead of using a password."
"All Store Views","All Store Views"
"Already registered?","Already registered?"
"Always optional.","Always optional."
"Amount","Amount"
"An error occurred while deleting the address.","An error occurred while deleting the address."
"An error occurred while retrieving the option value: %s.","An error occurred while retrieving the option value: %s."
"An error occurred while saving the collection, aborting. Error: %s","An error occurred while saving the collection, aborting. Error: %s"
"An invalid option ID is specified for %s (%s), skipping the record.","An invalid option ID is specified for %s (%s), skipping the record."
"Approved","Approved"
"Are you sure?","Are you sure?"
"Are you sure that you want to remove this item?","Are you sure that you want to remove this item?"
"Are you sure you want to cancel adding of this address?","Are you sure you want to cancel adding of this address?"
"Are you sure you want to delete this address?","Are you sure you want to delete this address?"
"Assign a Customer Group","Assign a Customer Group"
"Average Sale","Average Sale"
"Back","Back"
"Bad request.","Bad request."
"Based on the VAT ID, the customer would belong to the Customer Group %s.","Based on the VAT ID, the customer would belong to the Customer Group %s."
"Bill to Name","Bill to Name"
"Bought From","Bought From"
"By creating an account with our store, you will be able to move through the checkout process faster, store multiple shipping addresses, view and track your orders in your account and more.","By creating an account with our store, you will be able to move through the checkout process faster, store multiple shipping addresses, view and track your orders in your account and more."
"By Email","By Email"
"By IP","By IP"
"By IP and Email","By IP and Email"
"Cancel","Cancel"
"Cannot save address.","Cannot save address."
"Cannot save a new password.","Cannot save a new password."
"Cannot save the customer.","Cannot save the customer."
"Cannot share customer accounts globally because some customer accounts with the same emails exist on multiple websites and cannot be merged.","Cannot share customer accounts globally because some customer accounts with the same emails exist on multiple websites and cannot be merged."
"Change Account Data","Change Account Data"
"Change Billing Address","Change Billing Address"
"Changed Email or Password Email Template","Changed Email or Password Email Template"
"Changed Password or Email","Changed Password or Email"
"Change Password","Change Password"
"Change Shipping Address","Change Shipping Address"
"Checkout as a Guest","Checkout as a Guest"
"Checkout as a Guest or Register","Checkout as a Guest or Register"
"Checkout as Guest","Checkout as Guest"
"City","City"
"Close","Close"
"Company","Company"
"Configure","Configure"
"Confirmation Link Email","Confirmation Link Email"
"Confirmed","Confirmed"
"Confirm New Password","Confirm New Password"
"Confirm Password","Confirm Password"
"Contact Information","Contact Information"
"Continue","Continue"
"Continue Shopping","Continue Shopping"
"Controls whether password is required during registration when Magic Link is enabled.","Controls whether password is required during registration when Magic Link is enabled."
"Country","Country"
